review_id,original_review,review_length,lexical_diversity,avg_word_length,sentiment_polarity,sentiment_subjectivity,language_complexity,repetition_ratio,exclamation_count,question_count,capital_usage,punctuation_density,label
11,"This is the first Nicholas Spark novel I have read.  I've seen the movie version of ""The Notebook"" (one of my favorite movies) and ""Nights in Rodanthe"", which I enjoyed.  I saw this book selling for fifty cents at a used book store and figured I'd give it a try, as usually the book is better than th",30,0.9,4.9,0.22499999999999998,0.5208333333333333,74.8978735632184,0.1,0,0,0.0,0.13333333333333333,Genuine
12,"This book was just wow... So good! So much makes more since to me from the Sizzling Miami series now.
So Chase's old Dom dies and leaves him alone with the Dom's sons who are cruel to Chase. He asks Ty for help and Ty then agrees to take him on after talking with him for awhile.
Then you jump ahead ",29,0.896551724137931,4.172413793103448,0.020000000000000018,0.6,96.66009562841532,0.10344827586206896,1,0,0.0,0.2413793103448276,Genuine
13,"Enthralling doesn't even begin to cover this book. Ms. Kelly's story-telling and writing style in this book was more than I could have hoped for. The story was exciting, hot, and hilarious. The plot had me staying up into the night to read longer than I should have. The female characters are strong ",23,0.9565217391304348,5.173913043478261,0.29583333333333334,0.6875,82.02317647058824,0.043478260869565216,0,0,0.0,0.34782608695652173,Genuine
14,"I. Loved. This. Book. LOVED IT!!  Which is funny, because I normally don't read contemporary books that often and I hate romance.  And this book was a contemporary romance.  Yet I fell in love with it!  It is freaking hilarious.  I love the author's humor, and I was laughing out loud over and over a",24,0.7083333333333334,5.541666666666667,0.23611111111111108,0.598611111111111,77.58733333333335,0.2916666666666667,3,0,0.05454545454545454,0.5,Genuine
15,"Having been a fan of both Rosanne's work from her 1st album to ""River and The Thread"", I found her memoir fascinating. It is one of those can't put it down page Gardner's, haven't read a book so fast in years. I loved her beautiful way with words, her writing is wonderful and so touching. I loved he",26,0.9615384615384616,4.923076923076923,0.61,0.76,82.72094827586209,0.038461538461538464,0,0,0.0,0.23076923076923078,Genuine
16,"This is the first book I have read by Lucy Snow.  I have to say I was truly shocked at the book.  It was a very good read.  The hero and heroine in the book, Ronan, and Kara are developed and work real well together.  Kara's mother was married to Ronan's dad until she found out just he did for a liv",28,0.8214285714285714,4.678571428571429,0.13999999999999999,0.45666666666666667,85.08770967741938,0.17857142857142858,0,0,0.0,0.21428571428571427,Genuine
17,"In Love on my Mind, Chelsea is hired by Adam's company to help him get ready for their new product launch.  If she does well, there is a big promotion in store for her. She faces two big obstacles...Adam is a genius, but socially awkward and she can't tell him she has been hired to help him.  This b",28,0.8928571428571429,4.857142857142857,0.03939393939393939,0.45909090909090916,81.63000000000002,0.10714285714285714,0,0,0.0,0.32142857142857145,Genuine
18,"Is this a great novel, or just a great read? That's the question I ask myself before writing this review.  Right now, I can't answer the question.  For me, only time and another read or two will lean me towards one or the other.  I am content now in saying it was a great read,  I really did enjoy it",24,0.7916666666666666,5.083333333333333,0.6171428571428572,0.6571428571428571,87.49500000000002,0.20833333333333334,0,1,0.0,0.3333333333333333,Genuine
19,"Warning- some spoilers inside:
Not sure what to say about this book- except that I definitely liked the first book in this series better.
Here is my summary of what happened. Every chapter- Amilia falls apart and has an emotional breakdown. (Some authors don't realize that carrying a sword and killi",24,1.0,5.75,0.1875,0.5930555555555556,60.70500000000001,0.0,0,0,0.0,0.2916666666666667,Genuine
20,"This was my first (and last) Michael Connelly book. It moved too slow. Connelly obviously knows a lot about inside workings of a police detective because the time spent on trivia was a large part of the book. There was just way, way too many words wasted describing going to work and how police proce",31,0.8709677419354839,5.161290322580645,0.06632653061224489,0.3183673469387755,75.97693181818182,0.12903225806451613,0,0,0.0,0.12903225806451613,Genuine
21,"You know, I've been a fan of these Paranormal Activity movies since it debuted a few years ago. The first and second movies were pretty decent, although you can tell they were made on a low-budget. The first two relied more on getting to know the characters and heavily on very slow-building tension,",25,0.88,5.32,0.11944444444444442,0.47222222222222227,68.48588235294119,0.12,0,0,0.0,0.28,Genuine
22,"Having just watched McFarland USA with Costner which I think was a good movie, it was tough for me not to compare the two movies and Costners portrayals a bit. Costners plays his flawed character well although his portrayal feels a bit more subdued than I expected. To me though Estill, who played th",29,0.8275862068965517,5.655172413793103,0.15555555555555553,0.7166666666666668,75.76500000000001,0.1724137931034483,0,0,0.018518518518518517,0.13793103448275862,Genuine
23,"The author wrote the perfect amount, drawing me in to the scenes and allowing the reader to feel a strong connection. I just love this author writing, she is one of the most talented authors I have come across, mainly because her writing is so real and original. I have read The Heart Racer series si",28,0.8571428571428571,5.392857142857143,0.5604166666666667,0.7611111111111111,67.0311904761905,0.14285714285714285,0,0,0.0,0.17857142857142858,Genuine
24,"I hate getting sweat in my eyes while running and biking, so I am always looking for a good solution. I had the Halo headband for two years and it worked okay in mild weather (70s), but in the middle of summer (high 80s and 90s) it would soak through quickly and let sweat in my eyes and down my nose",31,0.9354838709677419,4.419354838709677,0.17523809523809522,0.5057142857142857,71.86110655737706,0.06451612903225806,0,0,0.0,0.0967741935483871,Genuine
25,"Book #48 Read in 2013
The Husband's Secret by Liane Moriarty

This book tells the story of three women:  Rachel, Cecilia and Tess, and how they are connected in ways that are unknown even to them. Rachel's daughter was murdered as a teenager. Cecilia is feeling unsatisfied with her normally perfect ",29,0.896551724137931,5.724137931034483,0.16666666666666666,0.7666666666666666,58.532941176470615,0.10344827586206896,0,0,0.0,0.1724137931034483,Genuine
26,"This book was a recommendation of my reading group. Having never heard of Elizabeth Peters, I was surprised to find that she's a prolific author with many best-selling mysteries and is an expert in Egyptology. This is the first of her Amelia Peabody mysteries. I quite liked this book. It reminded me",24,0.9166666666666666,6.125,0.375,0.41666666666666663,57.14082352941179,0.08333333333333333,0,0,0.0,0.25,Genuine
27,"""There come a time Kemosabe when good man must wear mask."" After trying to provide justice to the notorious outlaw Butch Cavendish, ranger John Reid (Hammer) is shot and left for dead. When he is rescued by a Comanche Indian named Tonto (Depp) he is told of his destiny and together they ride again t",32,1.0,5.3125,0.24999999999999997,0.5,69.7866666666667,0.0,0,0,0.0,0.09375,Genuine
28,I bought these boots for my girlfriend and she was very excited to receive such a lovely gift. She loves that they go on so easily and yet they are incredibly secure once they are laced up. They come in a variety of colors but the blue color we chose is a lovely pairing with any type of denim. They ,24,0.9166666666666666,5.208333333333333,0.3869047619047619,0.6261904761904763,74.58000000000003,0.08333333333333333,0,0,0.0,0.125,Genuine
29,I purchased this backpack because I read that this was a way to drain more energy from my dog during our walks.  He is a hound mix and he pulls me all over the place when we are walking and I am by no means a small woman.  As of right now we are at the point of him carrying one water bottle on each ,22,0.9545454545454546,4.7727272727272725,-0.09226190476190477,0.5410714285714285,84.62487179487181,0.045454545454545456,0,0,0.0,0.09090909090909091,Genuine
30,"The Nordan family has problems.  The death of three of them in rather gruesome ways is the least of it.  The head of the family Amos Nordan is a cave man in his thinking, about woman, and the government interfering with his business, and its causing the rest of the family nothing but trouble.  Lucky",26,0.8846153846153846,5.730769230769231,-0.2916666666666667,0.6083333333333333,69.82420454545455,0.11538461538461539,0,0,0.0,0.23076923076923078,Genuine
31,"I wish there was a 3 1/2 star option.  I am somewhere between this book is ok and liking it.  Andre and Devon are wonderful characters with great chemistry when they are in the throws of passion.  But, on the other side of that Devon starts out strong and fearless then turns to ""Andre"" mush and then",24,0.9166666666666666,5.375,0.6833333333333333,0.7458333333333333,83.85357142857143,0.08333333333333333,0,0,0.0,0.16666666666666666,Genuine
32,"This a brilliant, fun, thought provoking, wonderful book by a mistress of her craft.  I do not know if it is the best detective novel of all time, but it is up there. I would say it was one of the best novels I ever read - period. I read it many years ago, decades, in fact. I could do no more than g",29,0.896551724137931,4.862068965517241,0.7833333333333333,0.5499999999999999,89.30314285714289,0.10344827586206896,0,0,0.0,0.3793103448275862,Genuine
33,"Love Belvin has quickly earned a spot on my list of favorite authors. I can safely say I will read whatever she put out.

I think I might have been frustrated by the series if I read it as it was released, because each of the first books stopped very abruptly. Luckily, I didn't get put onto these bo",28,0.9285714285714286,5.107142857142857,0.40277777777777773,0.6277777777777779,74.28408898305086,0.07142857142857142,0,0,0.0,0.17857142857142858,Genuine
34,"The first fountain lasted less than 1 month. The cheap plastic part just broke off in my hand when I was cleaning the system for only the 3rd time. The cats, and I, were loving it up until then. After all, it was the prettiest fountain out there, plus it is mostly ceramic. My poor boy loved drinking",26,0.9230769230769231,5.076923076923077,0.20370370370370372,0.4888888888888888,87.12306896551725,0.07692307692307693,0,0,0.017241379310344827,0.3076923076923077,Genuine
35,"3.5 torn stars, rounded up. I liked the story, but it was a cliffhanger, which I really don't like at all. When I invest hours of precious time in a story, get into it, and then discover I have to buy the next ""x"" number of books to find out what happens and get some closure, I'm not happy.

Besides",26,0.9230769230769231,5.076923076923077,0.3166666666666667,0.5666666666666668,81.45358050847459,0.07692307692307693,0,0,0.0,0.38461538461538464,Genuine
36,"This is Christa Simpson's 1st novel and she nails it! She creates a friendship between two exes to ""friends with benefits"". She captivates us with her ability to make us swoon over the leading man, wish we were the so called ""Friends with benefits"" girl, humor, girlfriend banter, intrigue and more!
",28,0.8928571428571429,5.392857142857143,0.0,0.0,65.16823529411766,0.10714285714285714,2,0,0.0,0.25,Genuine
37,Boy Meets World as a show was great. I enjoyed growing up along with it and I still enjoy watching it now. The first four or five seasons were really wonderful and things went slightly downhill after that. This final season didn't seem to have quite the same magic as the earlier ones but it didn't s,28,0.9642857142857143,5.071428571428571,0.375925925925926,0.6388888888888888,82.53967105263159,0.03571428571428571,0,0,0.0,0.10714285714285714,Genuine
38,"You loved me at my Ugliest is the 3rd and final book in Evie Harper's ""You Loved me Series"". All three books can be read as a standalone but are best read in order.

This book is Joey and Alexa's story. The story begins with a lot of background information about both Joey and Alexa when they were ch",28,0.75,4.964285714285714,0.21666666666666667,0.5833333333333334,77.15188559322036,0.25,0,0,0.0,0.10714285714285714,Genuine
39,"I only use my kindle for text to speech. Sometimes in my excitement I miss the little mention that the publisher has chosen not to let me use the product this way. I have then paid for something that is useless for me. The publisher arbitrarily chose to disable this feature, it makes no impact on th",26,0.9230769230769231,6.038461538461538,-0.2625,0.4333333333333333,69.18177631578948,0.07692307692307693,0,0,0.0,0.15384615384615385,Genuine
40,"I read this book all of the way through. He explains a lot of things about quantum physics and other related subjects thoroughly. In fact, it was the most concise explanation for the new scientific discoveries that I have read in one book. But where the author goes wrong, in my opinion, is when he a",24,0.9166666666666666,5.75,-0.08606060606060606,0.5375757575757576,74.78928571428573,0.08333333333333333,0,0,0.0,0.25,Genuine
41,"This is a fast read, but a nice one at that. Jennifer is this girl who had a bad realtionship with this one guy, did not so swell in college, and finally stopping at technology. She likes and opened up a repair shop with the money left over from her dad. So far she's glad she hasn't touched Grammy's",26,0.9615384615384616,5.0,0.10000000000000002,0.8238095238095238,80.01968220338985,0.038461538461538464,0,0,0.0,0.23076923076923078,Genuine
42,"All the hundreds of thousands of wannabe writers out there (including yours truly) and THIS is what gets published.  Granted, it's a great premise, its just terrible writing and saddest of all (judging by the success of this series) no one can tell the difference.  But by all means if you want writi",23,1.0,5.782608695652174,-0.1425,0.6875,72.37880503144656,0.0,0,0,0.018867924528301886,0.17391304347826086,Genuine
43,King has a natural (maybe supernatural) talent of writing horror novels. Everyone knows that. What a lot of folks don't know is he is one of our generations greatest writers period taking genre out of the equation. I've never read a novel that jumps back and forth to two timelines that I've enjoyed.,30,0.9333333333333333,5.433333333333334,0.29333333333333333,0.44333333333333336,65.68813679245285,0.06666666666666667,0,0,0.0,0.13333333333333333,Genuine
44,"Yes, this is a new writing style for the talented MS EDWARDS.  She has shown more talent than when she wrote as MS NICOLE EDWARDS. And, I didn't know that there ever was that much talent had existed.  Being able to write books that are that good and being that different is phenomenal. We are talking",25,0.84,4.92,0.39090909090909093,0.5542207792207793,85.18485714285715,0.16,0,0,0.08928571428571429,0.24,Genuine
45,"This is a great little tray for just about anything you'd want to use it for. I use mine in my medicine cabinet to organize my plethora of travel size soaps and sample products until I am ready to use them. I would also aggregator office supplies like post it's, binder clips and other similar items.",30,0.9333333333333333,5.433333333333334,0.203125,0.5375,64.00976190476193,0.06666666666666667,0,0,0.0,0.13333333333333333,Genuine
46,"This is a quick, heated historical read about a young woman being pressured to marry the right man and a man with no title and no fortune who also happens to love her. Its short, sweet and has sexy moments, but there really isn't much more to it than that. Both characters have appeared briefly in th",26,0.9615384615384616,5.269230769230769,0.22690476190476194,0.4519047619047618,73.26578947368424,0.038461538461538464,0,0,0.0,0.19230769230769232,Genuine
47,"David S. Scott, where do I even begin to tell you how much I freaking adored this story!!!

Yes, the first ended in a cliffhanger, but you listened to your fan base when you asked how long to wait between releases. People who know me, will tell you how much I despise cliffhangers. So glad you decide",28,0.8928571428571429,5.142857142857143,0.049999999999999996,0.5222222222222223,77.81071428571428,0.10714285714285714,3,0,0.017543859649122806,0.35714285714285715,Genuine
48,"This book was in a word: adorable. Though perhaps not the most historically accurate portrayal of the medieval times, it was nonetheless a fun read and Im completely fine with that. (If anything, this was probably an idealistic version of history if women were actually given rights! :p) Rosemarie in",27,1.0,6.518518518518518,0.27176870748299325,0.42414965986394554,50.327500000000015,0.0,1,0,0.0,0.25925925925925924,Genuine
49,"My daughter seems to not get the hang of it.  She almost looks too big for it (she's 2) or the product seems to not inflate all the way (but we've inflated it to the max, where it seems like it's about to burst).  She falls off easily and doesn't bounce well on it.  I thought it would be like the vi",25,0.84,4.6,0.21666666666666667,0.4666666666666667,94.2218548387097,0.16,0,0,0.0,0.16,Genuine
50,"Rebecca Royce adds her voice to this wonderful series with this book. I love returning to the world of the Black Hills Wolves. Each new story brings a new adventure.

 This book gives us the couple of Mags and Clay. When Mags returns to the pack to help her sister, Clay soon follows. She thought she",33,0.8484848484848485,4.848484848484849,0.32121212121212117,0.5884848484848485,90.1009523809524,0.15151515151515152,0,0,0.0,0.18181818181818182,Genuine
51,"I'm a plus size woman (24/26 in pants, 3X in shirts), but only C cup breasts. It's hard to find lingerie that fits the way I want. I'm not one of those comfortable big girls that likes flaunting it or wearing lots of tight things so I definitely wanted something loose. I spent 4 hours browsing multi",34,0.9705882352941176,4.617647058823529,0.01910485347985347,0.3745764652014652,82.34285714285714,0.029411764705882353,0,0,0.017543859649122806,0.14705882352941177,Genuine
52,I received a copy of this book in exchange for an honest review.  This is a short bear shifter book. Karina owns a dating agency and seeing so many people find love she decides she needs a vacation to find herself and maybe something more. Her first day she meets Reinicke. Hes grumpy and to the poin,32,0.9375,5.125,0.4083333333333334,0.6055555555555556,78.01136842105264,0.0625,0,0,0.0,0.125,Genuine
53,"I enjoyed this story. Hud and Mack are great! It is the third book in the series but can be read by itself (or first) without any problem whatsoever. It's a little sweeter than the other two. The sex is still explicit and fairly frequent but just the overall tone was sweeter for me, in a good way, t",26,0.9615384615384616,5.423076923076923,0.2578125,0.3729166666666666,85.88172881355935,0.038461538461538464,1,0,0.0,0.23076923076923078,Genuine
54,"Well, I've been using it for quite sometime now and I honestly don't like it very much.

The fact that I've actually bought two sets of these makes it even worse. I'll keep the review short and simple.

Pros:
1. Easy to install and use
2. Buttons light up, can turn the feature on or off

Cons:
1. Bu",29,0.9655172413793104,4.586206896551724,0.1166666666666667,0.5071428571428571,91.45428571428573,0.034482758620689655,0,0,0.0,0.3448275862068966,Genuine
55,I love this boxset... I loved these four books but i love the boxset better cause it has one price and all the books are all together in one set and you don't have to buy them all seperate,17,0.7058823529411765,4.588235294117647,0.5,0.6,85.08865384615387,0.29411764705882354,0,0,0.0,0.17647058823529413,Genuine
56,"I was very pleased with the value of this trimmer.  It ran great right out of the box.  My only issue is that there isn't much line included, and it came loose one time and I had to stop to remove and reassemble the entire bobbin.  I found the forward loop handle to be a bit too small to easily bala",28,1.0,5.071428571428571,0.23651556776556779,0.5766597985347985,87.33985655737708,0.0,0,0,0.0,0.14285714285714285,Genuine
57,"I didn't think it possible but I believe this book was better than the last one. It needs a better editor but the story is really good. It centers on the Weathers family and JD (Justice) in particular. He has 2 teenaged boys, twins, Briggs and Dawson. He's a widower and carries a lot of guilt and an",29,0.9655172413793104,5.172413793103448,0.24444444444444444,0.45,78.37134482758621,0.034482758620689655,0,0,0.017241379310344827,0.20689655172413793,Genuine
58,"This is my first pair of Tom's but won't be the last.  They feel like I'm wearing no shoes at all.

My foot is pretty hard to fit because I wear a 7-1/2 AA.  It's just a hit and miss when I order a pair of shoes in a brand that I've never worn, but I read advice saying to size down on these shoes, s",27,0.8148148148148148,4.074074074074074,0.12166666666666667,0.46833333333333327,97.93201923076924,0.18518518518518517,0,0,0.015151515151515152,0.2222222222222222,Genuine
59,"I really enjoyed this book. It was a fun read that kept me interested. I couldn't help feeling for what Paige went through as a kid and how it shaped her life and her families. It truly shows how when one person in a family is ill, it affects everyone.

I'm glad that Paige grew up strong and was abl",29,0.9310344827586207,4.724137931034483,0.23055555555555554,0.6555555555555556,87.49500000000002,0.06896551724137931,0,0,0.0,0.1724137931034483,Genuine
60,"I have reviewed it before but for some reason it didn't get posted.

At first, I have received a default product, I have contacted seller on the same day as I received the product, seller responded lately because of the time difference but and he is very kind and responsible.

Seller resent me a new",23,0.8260869565217391,6.0,0.17727272727272728,0.5675757575757576,60.55757575757579,0.17391304347826086,0,0,0.0,0.21739130434782608,Genuine
61,I have always liked Wacom products and that includes its Bamboo styluses. The one I have used before just had a pen clip which actually worked well for my iPad case. I have always liked the styluses that are able to plug into the headphone/speaker port because I don't use it often so I it makes sens,26,0.8846153846153846,4.730769230769231,0.25,0.3625,68.54190476190477,0.11538461538461539,0,0,0.0,0.07692307692307693,Genuine
62,"My best friend Kate, has taken anti-depressants for many years. She has seen doctor after doctor to try and find out why she needs this medication.
In reading this book I learned more about helping her than in many years past.
Since it was doctor diagnosed, it should be doctor fixed. Made sense to m",27,0.8148148148148148,4.888888888888889,0.4375,0.3875,83.07300000000004,0.18518518518518517,0,0,0.0,0.25925925925925924,Genuine
63,"This story is a prequel to the Men of Lancaster County series. I loved this story; it's well written, the characters are complex, and it will touch your heart. I have never read any of Mindy's work before but I look forward to reading more of her books. The faith she puts in this story is heart chan",27,0.8518518518518519,5.148148148148148,0.1,0.5,81.26232758620691,0.14814814814814814,0,0,0.0,0.2222222222222222,Genuine
64,"Combing the mythological stories of the Argonauts, with futuristic genetic manipulation, Kneupper has crafted an exciting sci-fi tale that reimagines an old story in a fantastic new way.
 Following the adventures of Jason, a super-soldier and product of the genetic code enhancements provided by Argo",26,0.9230769230769231,6.8076923076923075,0.2340909090909091,0.5886363636363636,17.779941860465158,0.07692307692307693,0,0,0.0,0.23076923076923078,Genuine
65,"This is a great accessory for those with a play kitchen and can be used as a stand alone with just a little imagination which kids tend to have a lot of. It comes with enough pieces that two children can have fun with without actually fighting over them, but you know kids, they still might. The piec",26,0.9615384615384616,5.076923076923077,0.18250000000000002,0.41,74.8978735632184,0.038461538461538464,0,0,0.0,0.15384615384615385,Genuine
66,"Bought this on Amazon back in December. I didn't like this light for about a month. It is somewhat bulky feeling because of the shape of the barrel. After I used it for a while it stopped bothering me.

If you run it constantly, yes it will kill the batteries. However I've found that to be true with",23,1.0,5.260869565217392,0.1875,0.4208333333333333,80.33367816091955,0.0,0,0,0.0,0.2608695652173913,Genuine
67,I loved Beg for Mercy and Hide from Evil. This book is a part of a series. I was really excited this book came out. As soon as I saw it I grabbed it. This is Talia story. She is getting her life back together after she was tortured. She was in awful 'relationship' which is mentioned in Beg for Mercy,27,0.8888888888888888,5.0,-0.225,0.67,85.33500000000004,0.1111111111111111,0,0,0.0,0.2222222222222222,Genuine
68,I stayed up well past midnight reading this book.  It was so hard to put down.  It is entertaining & fast paced.  Very good read!  Also there is another book in the series and one in the works.  Both are great books!,21,0.8571428571428571,4.666666666666667,0.23166666666666663,0.5483333333333333,92.60160569105692,0.14285714285714285,2,0,0.0,0.2857142857142857,Genuine
69,"I used to have one that i bought at the big orange boxed store down the street. It worked ok, sometimes too well. It would pull interference seemingly whenever it felt like it. Ripped it out and installed this one, in the master bedroom.

Everything about this is rocking. Quality, ease of installati",29,0.9655172413793104,5.413793103448276,0.25,0.3,66.97860062893082,0.034482758620689655,0,0,0.0,0.27586206896551724,Genuine
70,"My daughter liked the included doll and pet (note its only 1 pet, not 3 like the Amazon description says). She didn't like the house itself much and i cant blame her. Its a cute little house but one that is badly made.

You pretty much need to assemble everything which is a pain. I'd say it would be",32,0.8125,4.78125,0.04375000000000002,0.5944444444444444,87.31562711864409,0.1875,0,0,0.0,0.15625,Genuine
71,"I purchased this product (DealYard) on 12/26/2013, and received it on 1/2/2014. Was packed well, and arrived in good condition. I used it for the first time on 1/7/2014 and it performed very well, I vacuumed a few bags and tried out the containers and they sealed very well. My next attempt to use wa",24,0.875,5.333333333333333,0.23541666666666666,0.23333333333333334,73.24769230769233,0.125,0,0,0.0,0.25,Genuine
72,"I am a big fan of John Grisham, not only of his legal thrillers but also of his more literary undertakings. ""Playing for Pizza"" was just a huge disappointment for me. It felt like a potboiler Grisham dashed off to justify the expense of an Italian vacation or to make use of some scrap notes he'd mad",27,0.9629629629629629,5.777777777777778,-0.075,0.38571428571428573,62.87631578947371,0.037037037037037035,0,0,0.0,0.1111111111111111,Genuine
73,"This is a super cute 8GB Frog shaped USB flash Drive. Words cannot express how CUTE this thing is!!! It also comes with a little keychain type hook, so you can connect it to your keys or a lanyard. This is: Compatible with Windows 7, Windows XP, Windows Vista, Mac OS 10+ and Linux; Hi-Speed USB 2.0 ",32,0.875,4.6875,0.22916666666666666,0.8333333333333333,85.20602272727274,0.125,3,0,0.10526315789473684,0.40625,Genuine
74,"I enjoyed reading Tuesdays with Morrie.  The book is a sportswriter's account of how his old, favorite college professor deals with getting ALS, a fatally, progressive neurological disease.  It's a moving story, even though you can pretty much guess how it ends up.  It reads very quickly and is not ",28,1.0,6.035714285714286,0.2972222222222222,0.5666666666666668,63.863500000000016,0.0,0,0,0.02,0.25,Genuine
75,"For YEARS I held onto my old kodak EasyShare, it was one of the first ever produced! I loved my old one, but wanted something a bit more updated to take on my vacation abroad this summer. This camera's features are terrific: the LCD screen is large and easy to see, the functions are very user-friend",30,0.9333333333333333,5.166666666666667,0.22823129251700677,0.5136054421768707,63.63393939393943,0.06666666666666667,1,0,0.03571428571428571,0.23333333333333334,Genuine
76,"Took my 10 year old daughter to see Frozen last night...
We were both very excited to see the movie based on the previews we had seen & our love for animated movies...

This movie will NOT disappoint you! It was an absolute GEM of a movie!!!
Although we saw it in 2d, it was visually STIMULATING, wit",29,0.8275862068965517,5.103448275862069,-9.25185853854297e-18,0.4611111111111111,76.60282894736842,0.1724137931034483,4,0,0.05172413793103448,0.41379310344827586,Genuine
77,"I love PattyBoutik but I am on the fence on this one. I usually wear a S or M in most brands of shirts and for this shirt the small for this top fit perfect on me. I am 5'3"" at around 145lbs. I wanted something to cover my tummy area, but I'm torn because on one hand it fits great but on the other I",27,0.8888888888888888,4.703703703703703,0.38749999999999996,0.5375,86.29345149253733,0.1111111111111111,0,0,0.0,0.14814814814814814,Genuine
78,This movies is wonderful. After watching it I look it up and found out it is based off of a book. Now I have to read the book. It is very well made and the actors are fantastic. Make sure to have a bit of tissue next to you. I am recommending this to friends.,20,0.9,5.2,0.22000000000000003,0.7577777777777778,92.93446969696971,0.1,0,0,0.0,0.3,Genuine
79,"*I was given a copy of this book as a gift from Stephanie's Book Reports in exchange for an honest review.

4 stars for Chicago-a shot to the heart changes everything by AJ Harmon.  If you are looking for a sweet, wholesome romance, this is the book for you!

When southern gentleman, Alex Beaumont, ",27,0.9259259259259259,5.592592592592593,0.31666666666666665,0.5166666666666667,75.26549528301891,0.07407407407407407,1,0,0.037037037037037035,0.2962962962962963,Genuine
80,"3.5*
This started out as a slightly depressing story- Atwood's wife cheats on him, his in-laws (mother/father/brother) live with them and take complete advantage of him, his job's in jeopardy. The best thing his wife could have done for him was get him hooked up with the All American Studs crew, whe",23,0.9565217391304348,5.173913043478261,0.23393939393939395,0.24666666666666667,73.20000000000002,0.043478260869565216,0,0,0.0,0.30434782608695654,Genuine
81,"When I was a child, I devoured Isaac Asimov's books -- especially his Robot and Foundation books, which he ended up combining near the end of his life. As I read WJ Davies' Binary Cycle: Disruption, I found myself going back to those days in junior high and high school, lying on my bed and dreaming ",31,0.9032258064516129,4.870967741935484,0.084,0.496,60.48250000000003,0.0967741935483871,0,0,0.017857142857142856,0.25806451612903225,Genuine
82,My 4 year old granddaughter is a huge fan of THIS particular pillow pet. She is over the moon for Skye. So when I first got it I took it out of the package and checked it all over for how well it was made and to my surprise it was made very well. The stitching is nice and tight. I pulled on differen,26,0.9230769230769231,5.115384615384615,0.223015873015873,0.5087301587301587,88.09300000000002,0.07692307692307693,0,0,0.015625,0.15384615384615385,Genuine
